objectID,department,objectName,title,final_group
239483,European Sculpture and Decorative Arts,Vase,Tall vase with four roundels,vase
48467,Asian Art,Pilgrim bottle,Pilgrim Bottle,bottle
65596,Asian Art,Jar,Jar with Four Lugs (Guan),jar
448424,Islamic Art,Ewer,Ewer,pitcher
209997,European Sculpture and Decorative Arts,Vase,Vase,vase
46619,Asian Art,Bottle,Bottle,bottle
451362,Islamic Art,Jar,Jar,jar
308428,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
308465,The Michael C. Rockefeller Wing,Bottle,Double Spout Bottle,bottle
460142,Robert Lehman Collection,Albarello,Apothecary jar (albarello),jar
57358,Asian Art,Vase,Vase,vase
477280,Medieval Art,Jug,Jug,jug
52907,Asian Art,Bottle,Bottle,bottle
448726,Islamic Art,Ewer,Ewer,pitcher
62942,Asian Art,Wine bottle,Wine bottle,bottle
57362,Asian Art,Vase,Vase,vase
308515,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Duck,bottle
46941,Asian Art,Jar,Jar,jar
188539,European Sculpture and Decorative Arts,Albarello,Albarello,jar
314629,The Michael C. Rockefeller Wing,Jar,Jar,jar
197485,European Sculpture and Decorative Arts,Jug,Jug,jug
44737,Asian Art,Bottle,Bottle decorated with peonies,bottle
48174,Asian Art,Jar with cover,Jar with Cover,jar
47657,Asian Art,Jar,Jar,jar
45871,Asian Art,Vase with lid,Vase with lid,vase
48741,Asian Art,Vase,Vase with Immortals Offering the Peaches of Longevity,vase
199721,European Sculpture and Decorative Arts,Pharmacy jar,Pharmacy jar (albarello),jar
48676,Asian Art,Vase,Square vase with flowers of four seasons,vase
466701,Medieval Art,Jar,Two-Handled Jar with Stag,jar
49298,Asian Art,Ewer,Ewer with Figures in Landscape,pitcher
63048,Asian Art,Water bottle,"Water Bottle in form of Hotei's Bag, Fan and Jewels",bottle
48764,Asian Art,Vase,Vase with children at play and scholars in gathering,vase
47482,Asian Art,Water bottle,Water Bottle,bottle
48748,Asian Art,Vase,Vase,vase
315999,The Michael C. Rockefeller Wing,Bottle,Spout and Bridge Vessel,bottle
308558,The Michael C. Rockefeller Wing,Bottle,Tuber-inspired stirrup-spout bottle,bottle
48846,Asian Art,Bottle,Bottle,bottle
51018,Asian Art,Vase,Vase,vase
49861,Asian Art,Vase,Vase with Figures in Landscape,vase
188753,European Sculpture and Decorative Arts,Vase,Vase,vase
310198,The Michael C. Rockefeller Wing,Bottle,"Bottle, Sleeping Figure",bottle
310355,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
318662,The Michael C. Rockefeller Wing,Vessel,Vessel with throne scene,vessel
51134,Asian Art,Vase,Vase,vase
202184,European Sculpture and Decorative Arts,Vase,Vase (vase à panneaux or à perles),vase
48085,Asian Art,Jar,Jar with flowers,jar
47850,Asian Art,Bottle,Bottle,bottle
204350,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
48335,Asian Art,Vase,Minature meiping vase,vase
42217,Asian Art,Vase,Vase with Coiling Dragon,vase
487350,Modern and Contemporary Art,Jug,Jug,jug
47505,Asian Art,Bottle,Bottle,bottle
48609,Asian Art,Vase,Square vase with scenes of four seasons,vase
308483,The Michael C. Rockefeller Wing,Bottle,Bridge and Spout Bottle,bottle
47315,Asian Art,Vase,Vase,vase
42350,Asian Art,Ewer,Chicken-Headed Ewer,pitcher
308623,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Falcon,bottle
42367,Asian Art,Jar,Covered Jar (Hu),jar
42364,Asian Art,Vase,Vase with Dragon amid Clouds,vase
316813,The Michael C. Rockefeller Wing,Jar,"Jar, Ritual Scenes",jar
309371,The Michael C. Rockefeller Wing,Bottle,Single Spout (Ai-Apec) Figure Bottle,bottle
194236,European Sculpture and Decorative Arts,Scent bottle,Scent bottle,bottle
310544,The Michael C. Rockefeller Wing,Jar,Jar,jar
207145,European Sculpture and Decorative Arts,Potpourri vase,Potpourri Vase with Girl and Dog,vase
46988,Asian Art,Vase,Vase,vase
47625,Asian Art,Hanging vase,Hanging Vase,vase
308423,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
460715,Robert Lehman Collection,Ewer,Ewer,pitcher
447748,Islamic Art,Vase,Vase,vase
52023,Asian Art,Vase,Vase with performance of dragon boat,vase
47758,Asian Art,Jar,Jar,jar
50328,Asian Art,Sake bottle,Sake Bottle (Tokkuri) with Flowers and Grasses,bottle
49142,Asian Art,Jar,Jar (Hu),jar
49274,Asian Art,Storage jar,Storage jar,jar
309728,The Michael C. Rockefeller Wing,Bottle,"Bottle, Drum",bottle
48666,Asian Art,Bottle,Bottle,bottle
42443,Asian Art,Jar,Jar,jar
62715,Asian Art,Tea jar,Tea Jar,jar
310522,The Michael C. Rockefeller Wing,Bottle,Stirrup-spout bottle with confronting figures,bottle
47941,Asian Art,Jar,Jar,jar
52218,Asian Art,Jar,Jar (Tsubo) with Landscape,jar
446961,Islamic Art,Jar,Jar,jar
50536,Asian Art,Jar,Jar,jar
48635,Asian Art,Vase,Vase,vase
48690,Asian Art,Vase,Vase,vase
52720,Asian Art,Vase,Vase,vase
73366,Asian Art,Bottle,Bottle,bottle
46686,Asian Art,Vase,Vase,vase
42369,Asian Art,Jar,Jar,jar
451694,Islamic Art,Jar,Jar,jar
471753,The Cloisters,Pharmacy jar,Pharmacy Jar,jar
62910,Asian Art,Wine bottle,Hexagonal Wine Bottle,bottle
48766,Asian Art,Vase,Vase with scene from Romance of the Three Kingdoms,vase
309523,The Michael C. Rockefeller Wing,Bottle,Stirrup-Spout Bottle: Llama,bottle
52492,Asian Art,Water Jar,Water Jar with Poetry Gathering at the Orchid Pavilion,jar
198006,European Sculpture and Decorative Arts,Hand warmer or flask,Hand warmer or flask in the shape of a book,flask
449429,Islamic Art,Jar,Jar,jar
50921,Asian Art,Vase,Vase with flowers,vase
48275,Asian Art,Bottle,Bottle,bottle
46640,Asian Art,Vase,Vase with phoenix,vase
47681,Asian Art,Bottle,Bottle,bottle
204075,European Sculpture and Decorative Arts,Vase,Vase,vase
50316,Asian Art,Jar,Four-Legged Jar (Yonsoku-tsubo),jar
309335,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Figure,bottle
449371,Islamic Art,Jug,Jug,jug
194391,European Sculpture and Decorative Arts,Vase,Vase,vase
62630,Asian Art,Wine bottle,Wine Bottle,bottle
47103,Asian Art,Bottle,Bottle,bottle
198670,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
651287,The Cloisters,Jug,Jug with Horseshoes,jug
450929,Islamic Art,Jar,Jar,jar
208822,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
477275,Medieval Art,Jug,Jug,jug
52513,Asian Art,Water jar,Water Jar,jar
308512,The Michael C. Rockefeller Wing,Bottle,Stirrup-spout bottle with bean warriors,bottle
47693,Asian Art,Oil bottle,Oil Bottle,bottle
309443,The Michael C. Rockefeller Wing,Bottle,Geometric Pattern Bottle,bottle
198426,European Sculpture and Decorative Arts,Jug,Jug,jug
477326,Medieval Art,Jar,Jar with Spout,jar
48691,Asian Art,Vase,Vase with birds and flowers,vase
52076,Asian Art,Jar,Jar,jar
309129,The Michael C. Rockefeller Wing,Bottle,Mountain Scene Bottle,bottle
42416,Asian Art,Water jar,Water jar with clouds,jar
194293,European Sculpture and Decorative Arts,Pharmacy jar,Pharmacy jar (albarello),jar
205336,European Sculpture and Decorative Arts,Scent bottle,Scent bottle,bottle
47810,Asian Art,Wine bottle,Wine Bottle,bottle
50506,Asian Art,Vase,Vase with landscape,vase
50033,Asian Art,Vase,Vase with Garden Scene,vase
465870,Medieval Art,Jar,Jar,jar
199532,European Sculpture and Decorative Arts,Book flask,Book flask,flask
48267,Asian Art,Jar,Jar,jar
447072,Islamic Art,Ewer,Rooster-Headed Ewer,pitcher
52524,Asian Art,Jar,Jar,jar
39631,Asian Art,Vase,Jar in the shape of bronze container (hu),jar
207383,European Sculpture and Decorative Arts,Vase,Elephant-head vase (vase à tête d'éléphant),vase
851662,Asian Art,Jar,Jar with floral roundels and inscriptions,jar
470127,Medieval Art,Jug,Jug,jug
57417,Asian Art,Jar,Jar,jar
307870,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Seated Figure,bottle
894321,Asian Art,Freshwater jar (mizusashi),Freshwater Jar (Mizusashi) in the Shape of a Seed Jar (Tane-tsubo),jar
194292,European Sculpture and Decorative Arts,Jug,Jug,jug
309301,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Scrolls,bottle
200840,European Sculpture and Decorative Arts,Glass cooler,Glass cooler (seau à verre),vessel
62557,Asian Art,Tea jar,Tea Jar,jar
42254,Asian Art,Jar with Cover,Jar with Landscape Scenes,jar
309751,The Michael C. Rockefeller Wing,Bottle,Bottle with Figures,bottle
188993,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
62627,Asian Art,Bottle,Bottle,bottle
200827,European Sculpture and Decorative Arts,Jar,Jar,jar
50020,Asian Art,Vase,Vase,vase
42222,Asian Art,Vase,Vase with Rocks and Flowers,vase
647271,Asian Art,Wine bottle,Wine bottle with lotuses and admonition,bottle
46817,Asian Art,Jar,Jar,jar
42253,Asian Art,Jar,Jar with Rooster and Flowers,jar
319859,The Michael C. Rockefeller Wing,Vessel,Urn,jar
771038,European Sculpture and Decorative Arts,Bottle,Islamic-style jar with pierced handles,bottle
47990,Asian Art,Vase,Vase,vase
46555,Asian Art,Vase,Vase,vase
42268,Asian Art,Ewer,Melon-shaped ewer with bamboo decoration,pitcher
208120,European Sculpture and Decorative Arts,Water jar with spout,Water jar with spout (vase à bec),jar
50707,Asian Art,Jar,Jar (Guan),jar
771015,European Sculpture and Decorative Arts,Moon flask,Moon flask  with gold butterfly and wheat motifs,flask
446976,Islamic Art,Bottle,Bottle,bottle
47282,Asian Art,Tea jar,Tea Jar,jar
48633,Asian Art,Bottle,Bottle,bottle
42522,Asian Art,Jar,Jar with Dragon,jar
310196,The Michael C. Rockefeller Wing,Jar,"Jar, Anthropomorphic Fox",jar
47106,Asian Art,Bottle,Bottle,bottle
475752,Medieval Art,Jar,Jar,jar
48425,Asian Art,Vase,Vase,vase
770917,European Sculpture and Decorative Arts,Moon flask,Moon flask,flask
771030,European Sculpture and Decorative Arts,Lidded vase,Lidded vase with Medusa decoration and snake handles,vase
771036,European Sculpture and Decorative Arts,Vase,Vase,vase
46757,Asian Art,Jar,Jar with four lugs,jar
56587,Asian Art,Jar,Jar,jar
47234,Asian Art,Vase,Vase,vase
308387,The Michael C. Rockefeller Wing,Bottle,Stirrup spout bottle with sitting figure,bottle
199568,European Sculpture and Decorative Arts,Jug,Jug,jug
309436,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Felines,bottle
47927,Asian Art,Bottle vase,Bottle vase,vase
194636,European Sculpture and Decorative Arts,Jug,Jug,jug
52089,Asian Art,Tea jar,Tea Jar,jar
47370,Asian Art,Vase,Vase,vase
190647,European Sculpture and Decorative Arts,Jug,Beardman or Bellarmine jug,jug
47441,Asian Art,Vase,Vase,vase
448976,Islamic Art,Jar,Jar,jar
453996,Islamic Art,Jar,Pear-Shaped Jar,jar
197225,European Sculpture and Decorative Arts,Pharmacy jar with cover,Pharmacy jar with subjects from The Campaigns of Julius Caesar,jar
446845,Islamic Art,Jar,Jar,jar
48550,Asian Art,Jar,Jar,jar
449870,Islamic Art,Jar,Jar,jar
48755,Asian Art,Vase,Large Vase,vase
476257,Medieval Art,Amphora,Amphora,amphora
42413,Asian Art,Jar,Water Jar,jar
446907,Islamic Art,Ewer,Ewer with Horsemen and Sphinxes,pitcher
52064,Asian Art,Covered jar,Covered Jar,jar
42267,Asian Art,Vase,Vase,vase
468523,The Cloisters,Jug,Jug,jug
198409,European Sculpture and Decorative Arts,Jug,Jug,jug
47854,Asian Art,Vase,Vase,vase
196344,European Sculpture and Decorative Arts,Jug,Jug,jug
857949,Asian Art,Ewer,“Magic Fountain” ewer,pitcher
49215,Asian Art,Bottle,Bottle with Peonies,bottle
52638,Asian Art,Vase,Vase,vase
208009,European Sculpture and Decorative Arts,Jug,Low jug,jug
46989,Asian Art,Vase,Vase,vase
48278,Asian Art,Bottle,Bottle,bottle
63100,Asian Art,Tea jar with cover,Tea jar with cover,jar
312570,The Michael C. Rockefeller Wing,Jar,Jar,jar
40083,Asian Art,Jug,Jug (Hu),jug
309717,The Michael C. Rockefeller Wing,Jar,Head jar,jar
447278,Islamic Art,Jar,Jar,jar
50235,Asian Art,Vase,Vase,vase
308450,The Michael C. Rockefeller Wing,Bottle,Melon Shaped Bottle,bottle
52547,Asian Art,Vase,Vase,vase
308354,The Michael C. Rockefeller Wing,Bottle,Monkey-shaped spout-and-bridge bottle,bottle
48598,Asian Art,Vase,Vase,vase
42434,Asian Art,Ewer,Ewer with Parrots,pitcher
449072,Islamic Art,Jar,Jar,jar
204090,European Sculpture and Decorative Arts,Bottle,Bottle,bottle
451618,Islamic Art,jar,Jar,jar
37407,Asian Art,Vase,Stem Vase with Incised and Painted Design,vase
465889,Medieval Art,Pharmacy jar,Pharmacy Jar,jar
48202,Asian Art,Vase,"Hexagonal vase with ladies, plants, and landscape",vase
670989,Asian Art,Sake bottle,Sake Bottle (Tokkuri),bottle
49308,Asian Art,Jar,Jar with Mythical Qilin (Kirin) and Chrysanthemums,jar
206433,European Sculpture and Decorative Arts,Vase,Flower vase (cuvette à tombeau),vase
208387,European Sculpture and Decorative Arts,Milk jug with cover,Milk jug with cover,jug
449649,Islamic Art,Ewer,Ewer,pitcher
465879,Medieval Art,Jug,Jug,jug
46636,Asian Art,Vase,Vase,vase
47169,Asian Art,Freshwater jar (mizusashi),Freshwater Jar with Kirin (Mythical Chimera),jar
51067,Asian Art,Vase,Vase,vase
463208,Medieval Art,Jug,Jug,jug
308514,The Michael C. Rockefeller Wing,Bottle,Bird Bottle,bottle
309437,The Michael C. Rockefeller Wing,Bottle,Bird Warrior Bottle,bottle
63071,Asian Art,Vase,Small Vase,vase
460131,Robert Lehman Collection,Jug,Armorial Jug (boccale),jug
312165,The Michael C. Rockefeller Wing,Bottle,Bridge and Spout Bottle with Figure on Throne,bottle
186684,European Sculpture and Decorative Arts,Vase,Vase,vase
47566,Asian Art,Vase,Vase,vase
477281,Medieval Art,Jug,Jug,jug
468390,Medieval Art,Watering pot,"Pot, Watering",pot
200891,European Sculpture and Decorative Arts,Jug,Jug,jug
63087,Asian Art,Tea jar,Sencha Tea Jar with Peony Arabesque and Plum in Cochin (Kōchi) Style,jar
449363,Islamic Art,Jar,Jar,jar
47286,Asian Art,Bottle with handles,Double gourd bottle with handles,bottle
449773,Islamic Art,Jar,Jar,jar
49559,Asian Art,Jar,Covered jar,jar
48762,Asian Art,Vase,Vase with birds and flowers,vase
308516,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Three Sections,bottle
194288,European Sculpture and Decorative Arts,Flask,Flask,flask
62666,Asian Art,Bottle,Gourd-Shaped Sake Bottle,bottle
467946,Medieval Art,Pharmacy jar,Pharmacy Jar,jar
47497,Asian Art,Bottle,Double-gourd bottle with floral patterns,bottle
52518,Asian Art,Vase,Vase,vase
52983,Asian Art,Vase,Vase,vase
52054,Asian Art,Water jar,Water Jar,jar
318614,The Michael C. Rockefeller Wing,Bottle,Double Spout Bottle,bottle
192831,European Sculpture and Decorative Arts,Vase,Vase,vase
201798,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
47439,Asian Art,Vase,Vase,vase
46872,Asian Art,Vase,Meiping vase with flowers,vase
47433,Asian Art,Vase,Vase,vase
444488,Islamic Art,Bottle,Bottle,bottle
194303,European Sculpture and Decorative Arts,Pharmacy jar,Pharmacy jar (albarello),jar
828462,Asian Art,Jug,Four handled storage jar with rope-pattern design,jug
308651,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Bird,bottle
57368,Asian Art,Vase,Vase,vase
52020,Asian Art,Vase,Vase with birds and flowers,vase
42224,Asian Art,Vase,Vase with alternating landscape and floral scenes,vase
47472,Asian Art,Wine bottle,Wine Bottle,bottle
194262,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
46920,Asian Art,Jar,Jar,jar
46923,Asian Art,Vase,Vase,vase
208403,European Sculpture and Decorative Arts,Jar with cover,Jar with cover,jar
208307,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
46959,Asian Art,Bottle,Bottle,bottle
63049,Asian Art,Wine bottle,Wine bottle,bottle
207713,European Sculpture and Decorative Arts,Vase,U-shaped vase,vase
201881,European Sculpture and Decorative Arts,Jar with cover,Jar with cover,jar
44429,Asian Art,Jar,Jar (Guan),jar
52906,Asian Art,Bottle,Bottle,bottle
46556,Asian Art,Vase,Vase,vase
203363,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
309752,The Michael C. Rockefeller Wing,Bottle,Bottle with mythic figure,bottle
451621,Islamic Art,Ewer,Ewer,pitcher
62995,Asian Art,Wine bottle,Wine bottle,bottle
461218,Robert Lehman Collection,Vase,Bottle-shaped vase,vase
9179,European Sculpture and Decorative Arts,Urn,Urn,jar
47888,Asian Art,Bottle,Bottle,bottle
62553,Asian Art,Tea jar,Tea Jar,jar
42309,Asian Art,Jar,Large jar decorated with peonies,jar
449422,Islamic Art,Jar,Jar,jar
50332,Asian Art,Jar,Jar (Tsubo) with Landscape and Figures,jar
62712,Asian Art,Tea jar,Tea Jar,jar
62702,Asian Art,Bottle,Bottle,bottle
839471,Asian Art,Vase,Exhibition Vase with Scenes from the Ramayana,vase
47481,Asian Art,Vase,Vase,vase
204062,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
197819,European Sculpture and Decorative Arts,Jug,Jug in the form of a bear hugging a small dog,jug
310203,The Michael C. Rockefeller Wing,Bottle,"Bottle, Seated Figure",bottle
468399,Medieval Art,Jug,Jug,jug
57502,Asian Art,Bottle,Bottle,bottle
199515,European Sculpture and Decorative Arts,Puzzle jug,Puzzle jug,jug
44724,Asian Art,Jar,Jar (Guan),jar
40207,Asian Art,Jar,Small Jar (Guan),jar
196544,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
46557,Asian Art,Vase,Tripod vase,vase
46192,Asian Art,Covered jar,Covered jar with Thai mythical figures,jar
51192,Asian Art,Vase,Vase,vase
851660,Asian Art,Bottle,Bottle decorated with flowering plant,bottle
48850,Asian Art,Jar with lid,Jar with Lid,jar
196361,European Sculpture and Decorative Arts,Bottle with stopper,Bottle with stopper,bottle
308592,The Michael C. Rockefeller Wing,Jar,Single Spout Painted Jar,jar
208556,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
200876,European Sculpture and Decorative Arts,Potpourri jar,Potpourri jar,jar
234894,European Sculpture and Decorative Arts,Hot milk jug,Hot milk jug,jug
46693,Asian Art,Vase,Vase,vase
47407,Asian Art,Vase,Vase,vase
46667,Asian Art,Vase,Vase with animal-masks,vase
771060,European Sculpture and Decorative Arts,Spherical vase,Small spherical vase,vase
37540,Asian Art,Jar with cover,Jar with Cover,jar
48271,Asian Art,Bottle,Bottle,bottle
49356,Asian Art,Vase,Vase with Dragon Handles,vase
309372,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Ai-Apec,bottle
199470,European Sculpture and Decorative Arts,Vase,Vase,vase
478811,Medieval Art,Jug,Jug,jug
206319,European Sculpture and Decorative Arts,Wine jar,Wine jar (Orcio da vino),jar
47656,Asian Art,Vase,Vase,vase
199343,European Sculpture and Decorative Arts,Pomade jar,Pomade jar,jar
46720,Asian Art,Vase,Vase,vase
308519,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle in Cactus Form,bottle
51064,Asian Art,Bottle,Bottle,bottle
48565,Asian Art,Jar,Jar,jar
44421,Asian Art,Jar,Pear-Shaped Jar (Hu),jar
197219,European Sculpture and Decorative Arts,Albarello,Storage Jar (Albarello),jar
47616,Asian Art,Bottle,Covered Bottle,bottle
48712,Asian Art,Vase,Wine container (hu),vase
42511,Asian Art,Jar,Jar with Scrolling Vine and Gourds,jar
460270,Robert Lehman Collection,Albarello,Apothecary jar (albarello),jar
46631,Asian Art,Vase,Vase,vase
204368,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
309517,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle,bottle
475755,Medieval Art,Jug,Jug,jug
62701,Asian Art,Bottle,Bottle with Splashed Design,bottle
48306,Asian Art,Vase,Bottle vase,vase
308425,The Michael C. Rockefeller Wing,Bottle,"Bottle, Face",bottle
52047,Asian Art,Vase,Vase,vase
41076,Asian Art,Snuff bottle,Snuff Bottle,bottle
47435,Asian Art,Vase,Vase,vase
449430,Islamic Art,Jar,Jar,jar
62717,Asian Art,Tea jar,Tea Jar,jar
468397,Medieval Art,Jug,Jug,jug
309499,The Michael C. Rockefeller Wing,Bottle,"Bottle, Seated Figure",bottle
308618,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle with Falcoln,bottle
190797,European Sculpture and Decorative Arts,Jug,Jug,jug
308511,The Michael C. Rockefeller Wing,Bottle,"Bottle, Boat",bottle
42391,Asian Art,Vase,Vase decorated with bird on flowering plum,vase
198497,European Sculpture and Decorative Arts,Jug,Jug,jug
48175,Asian Art,Covered ewer,Covered ewer with figures in a garden,pitcher
42237,Asian Art,Vase,Vase,vase
192844,European Sculpture and Decorative Arts,Vase with cover,Vase with cover,vase
45837,Asian Art,Jar,Jar,jar
62563,Asian Art,Bottle,Sake Bottle (Tokkuri) in the Shape of an Eggplant,bottle
47691,Asian Art,Bottle,Bottle,bottle
187863,European Sculpture and Decorative Arts,Bottle,Bottle (Refredador),bottle
46654,Asian Art,Vase,Vase,vase
195208,European Sculpture and Decorative Arts,Bottle cooler,Bottle cooler (seau à bouteille),bottle
62558,Asian Art,Tea jar,Tea Jar,jar
309445,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
40084,Asian Art,Vase,Vase with Buddhist figures,vase
194624,European Sculpture and Decorative Arts,Pitcher with cover,Pitcher with cover,pitcher
448260,Islamic Art,Ewer,Ewer,pitcher
308447,The Michael C. Rockefeller Wing,Bottle,"Double Spout and Bridge Bottle with ""S"" Designs",bottle
52812,Asian Art,Beaker,"Vase with landscape, flowers, and gardens",beaker
310208,The Michael C. Rockefeller Wing,Bottle,"Bottle, Feline Face",bottle
309386,The Michael C. Rockefeller Wing,Bottle,Double-chambered bottle with effigy figures,bottle
309352,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Couple,bottle
37477,Asian Art,Covered jar,Covered Jar,jar
62871,Asian Art,Wine bottle,Wine Bottle,bottle
774589,European Sculpture and Decorative Arts,Vase,Ornamental agate creamware vase,vase
188974,European Sculpture and Decorative Arts,Vase,Vase,vase
73635,Asian Art,Ewer,Ewer with writhing dragon,pitcher
195775,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
197532,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
52224,Asian Art,Bottle,Bottle with Character Design,bottle
48769,Asian Art,Vase,Vase with birds and flowers,vase
39589,Asian Art,Ewer,Gourd-shaped ewer decorated with waterfowl and reeds,pitcher
47453,Asian Art,Bottle,Bottle,bottle
309137,The Michael C. Rockefeller Wing,Bottle,Stirrup-Spout Bottle: Two Figures,bottle
48594,Asian Art,Vase,Vase,vase
46639,Asian Art,Vase,Vase with butterflies and flowers,vase
46782,Asian Art,Vase,Vase with birds and flowers,vase
770952,European Sculpture and Decorative Arts,Moon flask,Moon flask with pink flower motif,flask
48592,Asian Art,Vase,Vase,vase
52018,Asian Art,Vase,Vase,vase
50354,Asian Art,Wine ewer,Wine Ewer with Lotuses,pitcher
44749,Asian Art,Vase,Vase,vase
771026,European Sculpture and Decorative Arts,Moon flask,Moon flask with orchids,flask
204351,European Sculpture and Decorative Arts,Pitcher,Pitcher,pitcher
475725,Medieval Art,Vase,Jar,jar
63070,Asian Art,Tea jar,Tea jar,jar
50027,Asian Art,Vase,Vase,vase
195273,European Sculpture and Decorative Arts,Ewer,Ewer,pitcher
316882,The Michael C. Rockefeller Wing,Vessel,Miniature Tripod Vase,vase
46760,Asian Art,Covered jar,Covered jar with landscape,jar
310214,The Michael C. Rockefeller Wing,Bottle,Bottle,bottle
48610,Asian Art,Vase,Square vase with birds and flowers,vase
62724,Asian Art,Bottle,Bottle,bottle
51012,Asian Art,Vase,Vase,vase
57515,Asian Art,Vase,Vase,vase
203192,European Sculpture and Decorative Arts,Bottle,Bottle,bottle
48644,Asian Art,Vase,Vase,vase
308525,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Owl,bottle
48745,Asian Art,Vase,Vase with narrative scene,vase
47603,Asian Art,Vase,Small Vase,vase
46942,Asian Art,Vase,Vase,vase
52305,Asian Art,Wine bottle,Wine bottle,bottle
475749,Medieval Art,Jar,Jar,jar
444876,Islamic Art,Ewer,"Blue-ground Ewer with Floral, Tiger-stripe and 'Cintamani' Designs",pitcher
448181,Islamic Art,Ewer,Ewer,pitcher
444480,Islamic Art,Jar,Jar,jar
203298,European Sculpture and Decorative Arts,Cream jug,Cream jug,jug
460149,Robert Lehman Collection,Ewer,Armorial ewer (brocca),pitcher
63082,Asian Art,Tea jar,Tea jar,jar
49920,Asian Art,Vase,Vase with Peony Scrolls,vase
53825,Asian Art,Vase,Vase with landscape scenes and poem,vase
48051,Asian Art,Vase,Vase with clouds,vase
48333,Asian Art,Vase,Miniature meiping vase,vase
309373,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Seated Figure,bottle
890331,European Sculpture and Decorative Arts,Gourd-shaped bottle,Gourd-shaped bottle,bottle
47620,Asian Art,Vase,Vase with landscape,vase
449058,Islamic Art,Ewer,Ewer,pitcher
313363,The Michael C. Rockefeller Wing,Vessel,Jar with Four Faces,jar
771045,European Sculpture and Decorative Arts,Moon flask,"Yellow moon flask with ""cloisonné"" decoration",flask
314696,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Reclining Figure,bottle
62527,Asian Art,Bottle,Bottle,bottle
449636,Islamic Art,Jar,Jar,jar
203266,European Sculpture and Decorative Arts,Jar with cover,Jar with cover,jar
50655,Asian Art,Jar,Jar,jar
47385,Asian Art,Vase,Vase,vase
194595,European Sculpture and Decorative Arts,Jug,Jug,jug
50971,Asian Art,Jar,Jar,jar
48620,Asian Art,Vase,Vase with elephant head handles and floral decoration,vase
194906,European Sculpture and Decorative Arts,Milk pot with cover,Milk pot with cover,pot
63065,Asian Art,Ewer,Ewer in the Shape of a Bucket,pitcher
309337,The Michael C. Rockefeller Wing,Bottle,Whistling Stirrup Spout Bottle with Figure,bottle
451200,Islamic Art,Bottle,Bottle,bottle
307622,The Michael C. Rockefeller Wing,Bottle,Double Spout and Bridge Bottle,bottle
187733,European Sculpture and Decorative Arts,Vase,Vase,vase
308476,The Michael C. Rockefeller Wing,Jar,Foot Jar,jar
47759,Asian Art,Jar,Jar,jar
51056,Asian Art,Vase,Miniature Vase,vase
451029,Islamic Art,Jar,Jar Depicting Three Spirited Peacocks,jar
42305,Asian Art,Vase,Maebyeong decorated with lotus,vase
208486,European Sculpture and Decorative Arts,Potpourri vase,Potpourri vase,vase
42506,Asian Art,Vase,Vase,vase
308541,The Michael C. Rockefeller Wing,Bottle,Stirrup Spout Bottle with Coca Chewer,bottle
50907,Asian Art,Jar with cover,Jar with Cover,jar
307472,The Michael C. Rockefeller Wing,Bottle,Bottle with portrait head,bottle
53767,Asian Art,Vase,Meiping vase,vase
205979,European Sculpture and Decorative Arts,Milk pot with cover,Small milk pot with cover,pot
62556,Asian Art,Tea jar,Tea Jar,jar
42377,Asian Art,Jar,Jar,jar
47256,Asian Art,Bottle,Bottle,bottle
45891,Asian Art,Vase,Vase with birds and flowers,vase
