objectId,department,final_date,geo_options,geo_LLM_best_guess_location_normalized,geo_LLM_source_cols,geo_LLM_confidence,geo_LLM_geo_eligible
771039,European Sculpture and Decorative Arts,1880,||||||||||British,United Kingdom,department||artistNationality,0.53,true
463559,Medieval Art,1400,probably Orvieto||Umbria||||Italy||Italian||,"Orvieto, Umbria, Italy",city||state||country,0.75,true
314680,The Michael C. Rockefeller Wing,350,||||||Peru||Moche||,Peru,country,0.70,true
207399,European Sculpture and Decorative Arts,1637,||||||||||,,none,0.00,false
205825,European Sculpture and Decorative Arts,1736,||||||||||German,Germany,department||artistNationality,0.53,true
446997,Islamic Art,1649,||||||Iran||||,Iran,country,0.70,true
51187,Asian Art,1835,||||||||China||,China,culture,0.55,true
50741,Asian Art,1833,||||||||China||,China,culture,0.55,true
471751,The Cloisters,1474,probably Manises||Valencia||||Spain||Spanish||,"Manises, Valencia, Spain",city||state||country,0.75,true
47389,Asian Art,1824,||||||||China||,China,culture,0.55,true
312928,The Michael C. Rockefeller Wing,-145,"||||Ica River, South Coast||Peru||Paracas||","Ica River, South Coast, Peru",region||country,0.70,true
52057,Asian Art,1692,||||||||China||,China,culture,0.55,true
208036,European Sculpture and Decorative Arts,1900,||||||||||French,France,department||artistNationality,0.53,true
49351,Asian Art,1683,||||||||China||,China,culture,0.55,true
206654,European Sculpture and Decorative Arts,1720,||||||||||,,none,0.00,false
318607,The Michael C. Rockefeller Wing,1650,||||||Peru||Viceregal Era||,Peru,country,0.70,true
45834,Asian Art,1506,||||||||China||,China,culture,0.55,true
53891,Asian Art,1506,||||||||China||,China,culture,0.55,true
460681,Robert Lehman Collection,1663,||||||||Chinese||,Chinese,culture,0.55,true
208409,European Sculpture and Decorative Arts,1780,||||||||||French,France,department||artistNationality,0.53,true
47438,Asian Art,1777,||||||||China||,China,culture,0.55,true
42216,Asian Art,1749,||||||||China||,China,culture,0.55,true
460675,Robert Lehman Collection,1749,||||||||Chinese||,Chinese,culture,0.55,true
448395,Islamic Art,1649,||||||Iran||||,Iran,country,0.70,true
201052,European Sculpture and Decorative Arts,1747,||||||||||,,none,0.00,false
231855,European Sculpture and Decorative Arts,1752,||||||||||French,France,department||artistNationality,0.53,true
308711,The Michael C. Rockefeller Wing,-300,||||Ica Valley||Peru||Paracas||,"Ica Valley, Peru",region||country,0.70,true
771073,European Sculpture and Decorative Arts,1884,||||||||||British,United Kingdom,department||artistNationality,0.53,true
460717,Robert Lehman Collection,1692,||||||||Chinese||,Chinese,culture,0.55,true
309492,The Michael C. Rockefeller Wing,400,||||||Peru||Moche||,Peru,country,0.70,true
62595,Asian Art,1649,||||||||Japan||,Japan,culture,0.55,true
316719,The Michael C. Rockefeller Wing,250,||||||Peru||Nasca||,Peru,country,0.70,true
308554,The Michael C. Rockefeller Wing,700,||||||Peru||Wari||,Peru,country,0.70,true
314955,The Michael C. Rockefeller Wing,1467,||||||Peru||Inca||,Peru,country,0.70,true
50944,Asian Art,1749,||||||||China||,China,culture,0.55,true
45882,Asian Art,1749,||||||||China||,China,culture,0.55,true
53777,Asian Art,1199,||||||||China||,China,culture,0.55,true
42250,Asian Art,1750,||||||||China||,China,culture,0.55,true
47811,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
239486,European Sculpture and Decorative Arts,1892,||||||||||British,United Kingdom,department||artistNationality,0.53,true
195013,European Sculpture and Decorative Arts,1830,||||||||||,,none,0.00,false
205470,European Sculpture and Decorative Arts,1749,||||||||||French,France,department||artistNationality,0.53,true
187857,European Sculpture and Decorative Arts,1785,||||||||||German,Germany,department||artistNationality,0.53,true
44726,Asian Art,-2150,||||||||China||,China,culture,0.55,true
204385,European Sculpture and Decorative Arts,1849,||||||||||,,none,0.00,false
42324,Asian Art,1749,||||||||China||Chinese,China,culture,0.55,true
309525,The Michael C. Rockefeller Wing,50,Comala||Colima||Mesoamerica||Mexico||Colima||,"Comala, Colima, Mexico",city||state||country,0.95,true
37510,Asian Art,1435,||||||||Thailand (Si Satchanalai)||,Thailand (Si Satchanalai),culture,0.55,true
53774,Asian Art,1750,||||||||China||,China,culture,0.55,true
771065,European Sculpture and Decorative Arts,1884,||||||||||British,United Kingdom,department||artistNationality,0.53,true
47174,Asian Art,1785,||||||||Japan||,Japan,culture,0.55,true
52797,Asian Art,1596,||||||||China||,China,culture,0.55,true
194256,European Sculpture and Decorative Arts,1675,||||||||||,,none,0.00,false
446222,Islamic Art,1099,Raqqa||||||Syria||||,"Raqqa, Syria",city||country,0.88,true
199026,European Sculpture and Decorative Arts,1770,||||||||||,,none,0.00,false
204403,European Sculpture and Decorative Arts,1810,||||||||||,,none,0.00,false
207775,European Sculpture and Decorative Arts,1880,||||||||||British,United Kingdom,department||artistNationality,0.53,true
48702,Asian Art,1751,||||||||China||,China,culture,0.55,true
200772,European Sculpture and Decorative Arts,1767,||||||||||British,United Kingdom,department||artistNationality,0.53,true
204071,European Sculpture and Decorative Arts,1767,||||||||||British,United Kingdom,department||artistNationality,0.53,true
471800,The Cloisters,1425,probably Manises||Valencia||||Spain||Spanish||,"Manises, Valencia, Spain",city||state||country,0.75,true
770938,European Sculpture and Decorative Arts,1884,||||||||||British,United Kingdom,department||artistNationality,0.53,true
47755,Asian Art,1816,||||||||Japan||,Japan,culture,0.55,true
752044,Asian Art,1674,||||||||Japan||Japanese,Japan,culture,0.55,true
309344,The Michael C. Rockefeller Wing,450,||||||Peru||Moche||,Peru,country,0.70,true
460983,Robert Lehman Collection,1718,||||||||French||,French,culture,0.55,true
200885,European Sculpture and Decorative Arts,1692,||||||||||,,none,0.00,false
48629,Asian Art,1799,||||||||China||,China,culture,0.55,true
453896,Islamic Art,1599,Iznik||||||Turkey||||,"Iznik, Turkey",city||country,0.88,true
49262,Asian Art,200,||||||||Japan||,Japan,culture,0.55,true
460182,Robert Lehman Collection,1535,"||||||||Italian, Castelli||","Italian, Castelli",culture,0.55,true
63097,Asian Art,1725,||||||||Japan||,Japan,culture,0.55,true
37449,Asian Art,1099,||||||||Vietnam||,Vietnam,culture,0.55,true
623470,European Sculpture and Decorative Arts,1705,||||||||||,,none,0.00,false
199039,European Sculpture and Decorative Arts,1760,||||||||||British,United Kingdom,department||artistNationality,0.53,true
48281,Asian Art,1749,||||||||China||,China,culture,0.55,true
446269,Islamic Art,1199,||||||Iran||||,Iran,country,0.70,true
239506,European Sculpture and Decorative Arts,1879,||||||||||British,United Kingdom,department||artistNationality,0.53,true
62546,Asian Art,1649,||||||||Japan||,Japan,culture,0.55,true
42448,Asian Art,1249,||||||||China||,China,culture,0.55,true
671535,The Cloisters,1400,Siegburg||||||Germany||German||,"Siegburg, Germany",city||country,0.88,true
52461,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
308628,The Michael C. Rockefeller Wing,-300,||||||Peru||Paracas||,Peru,country,0.70,true
308580,The Michael C. Rockefeller Wing,450,||||||Peru||Nasca||,Peru,country,0.70,true
48749,Asian Art,1749,||||||||China||,China,culture,0.55,true
44689,Asian Art,-1150,||||||||China||,China,culture,0.55,true
853841,Asian Art,1499,||||||||Korea||,Korea,culture,0.55,true
675861,European Sculpture and Decorative Arts,1602,||||||||||,,none,0.00,false
48172,Asian Art,1549,||||||||China||,China,culture,0.55,true
47949,Asian Art,1849,||||||||Japan||,Japan,culture,0.55,true
310231,The Michael C. Rockefeller Wing,50,||||||Peru||Moche||,Peru,country,0.70,true
448017,Islamic Art,1149,||||||Iraq or Syria||||,Iraq,country,0.50,true
42212,Asian Art,1716,||||||||China||,China,culture,0.55,true
48636,Asian Art,1783,||||||||China||,China,culture,0.55,true
63565,Asian Art,1630,||||||||Japan||,Japan,culture,0.55,true
451635,Islamic Art,749,||||||Iran or Iraq||||,Iran,country,0.50,true
191344,European Sculpture and Decorative Arts,1507,||||||||||,,none,0.00,false
52811,Asian Art,1692,||||||||China||,China,culture,0.55,true
476256,Medieval Art,499,||Kharga Oasis||||Byzantine Egypt||Coptic||,"Kharga Oasis, Byzantine Egypt",state||country,0.72,true
41749,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
623478,European Sculpture and Decorative Arts,1705,||||||||||,,none,0.00,false
46848,Asian Art,1870,||||||||Japan||,Japan,culture,0.55,true
76114,Asian Art,1780,||||||||Korea||,Korea,culture,0.55,true
48628,Asian Art,1695,||||||||China||,China,culture,0.55,true
50317,Asian Art,1549,||||||||Japan||,Japan,culture,0.55,true
51013,Asian Art,1692,||||||||China||,China,culture,0.55,true
44729,Asian Art,-2150,||||||||China||,China,culture,0.55,true
194632,European Sculpture and Decorative Arts,1807,||||||||||,,none,0.00,false
51247,Asian Art,1833,||||||||China||,China,culture,0.55,true
49293,Asian Art,1674,||||||||Japan||,Japan,culture,0.55,true
833904,The Michael C. Rockefeller Wing,1300,||Arizona||||United States||Ancestral Puebloan (Jeddito )||,"Arizona, United States",state||country,0.72,true
460660,Robert Lehman Collection,1250,||||||||Chinese||,Chinese,culture,0.55,true
53826,Asian Art,1692,||||||||China||,China,culture,0.55,true
47388,Asian Art,1716,||||||||China||,China,culture,0.55,true
309503,The Michael C. Rockefeller Wing,850,||||North Coast||Peru||Wari artist(s)||,"North Coast, Peru",region||country,0.70,true
670995,Asian Art,1657,||||||||Japan||,Japan,culture,0.55,true
461338,Robert Lehman Collection,1850,||||||||Chinese||,Chinese,culture,0.55,true
199751,European Sculpture and Decorative Arts,1520,||||||||||,,none,0.00,false
42389,Asian Art,1650,||||||||China||,China,culture,0.55,true
48223,Asian Art,1695,||||||||China||,China,culture,0.55,true
205914,European Sculpture and Decorative Arts,1740,||||||||||German,Germany,department||artistNationality,0.53,true
460146,Robert Lehman Collection,1485,"||||||||Italian, Faenza or Florence||","Italian, Faenza",culture,0.35,true
231768,European Sculpture and Decorative Arts,1799,||||||||||,,none,0.00,false
63123,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
195500,European Sculpture and Decorative Arts,1834,||||||||||,,none,0.00,false
204374,European Sculpture and Decorative Arts,1849,||||||||||,,none,0.00,false
771023,European Sculpture and Decorative Arts,1867,||||||||||British,United Kingdom,department||artistNationality,0.53,true
239494,European Sculpture and Decorative Arts,1874,||||||||||British,United Kingdom,department||artistNationality,0.53,true
62922,Asian Art,1800,||||||||Japan||,Japan,culture,0.55,true
205096,European Sculpture and Decorative Arts,1718,||||||||||,,none,0.00,false
48012,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
46550,Asian Art,1711,||||||||China||,China,culture,0.55,true
644111,European Sculpture and Decorative Arts,1797,||||||||||French,France,department||artistNationality,0.53,true
651241,The Cloisters,1287,Potter Toynton (?)||Lincolnshire||||England||British||,"Potter Toynton ( ), Lincolnshire, England",city||state||country,0.75,true
447277,Islamic Art,1199,||||||Iran||||,Iran,country,0.70,true
47920,Asian Art,1695,||||||||China||,China,culture,0.55,true
37450,Asian Art,1349,||||||||Vietnam||,Vietnam,culture,0.55,true
51001,Asian Art,1692,||||||||China||,China,culture,0.55,true
200862,European Sculpture and Decorative Arts,1753,||||||||||French,France,department||artistNationality,0.53,true
193020,European Sculpture and Decorative Arts,1892,||||||||||,,none,0.00,false
50659,Asian Art,1043,||||||||China||,China,culture,0.55,true
52568,Asian Art,749,||||||||China||,China,culture,0.55,true
37458,Asian Art,1350,||||||||Thailand||,Thailand,culture,0.55,true
446944,Islamic Art,1749,||||||Iran||||,Iran,country,0.70,true
47066,Asian Art,1780,||||||||Japan||,Japan,culture,0.55,true
193355,European Sculpture and Decorative Arts,1772,||||||||||British,United Kingdom,department||artistNationality,0.53,true
670812,European Sculpture and Decorative Arts,1880,"||||||||||British, Scottish",United Kingdom,department||artistNationality,0.53,true
73216,Asian Art,1500,||||||||Korea||,Korea,culture,0.55,true
448984,Islamic Art,799,Qasr-i Abu Nasr||||||Iran||||,"Qasr-i Abu Nasr, Iran",city||country,0.88,true
191142,European Sculpture and Decorative Arts,1799,||||||||||French,France,department||artistNationality,0.53,true
308381,The Michael C. Rockefeller Wing,350,||||||Peru||Moche||,Peru,country,0.70,true
451397,Islamic Art,1124,||||||Iran||||,Iran,country,0.70,true
50884,Asian Art,1810,||||||||China||,China,culture,0.55,true
48566,Asian Art,1765,||||||||China||,China,culture,0.55,true
748293,Asian Art,1594,||||||||Japan||,Japan,culture,0.55,true
204355,European Sculpture and Decorative Arts,1849,||||||||||,,none,0.00,false
770986,European Sculpture and Decorative Arts,1880,||||||||||British,United Kingdom,department||artistNationality,0.53,true
47644,Asian Art,1799,||||||||Japan||,Japan,culture,0.55,true
200880,European Sculpture and Decorative Arts,1720,||||||||||German,Germany,department||artistNationality,0.53,true
49366,Asian Art,1750,||||||||China||,China,culture,0.55,true
747034,European Sculpture and Decorative Arts,1755,||||||||||British,United Kingdom,department||artistNationality,0.53,true
49201,Asian Art,849,||||||||China||,China,culture,0.55,true
187854,European Sculpture and Decorative Arts,1847,||||||||||,,none,0.00,false
47688,Asian Art,1700,||||||||China||,China,culture,0.55,true
195774,European Sculpture and Decorative Arts,1522,||||||||||Italian,Italy,department||artistNationality,0.53,true
771053,European Sculpture and Decorative Arts,1873,||||||||||British,United Kingdom,department||artistNationality,0.53,true
312161,The Michael C. Rockefeller Wing,300,||||Mesoamerica||Mexico||Teotihuacan||,"Mesoamerica, Mexico",region||country,0.70,true
448981,Islamic Art,710,Qasr-i Abu Nasr||||||Iran||||,"Qasr-i Abu Nasr, Iran",city||country,0.88,true
50891,Asian Art,1700,||||||||China||,China,culture,0.55,true
49553,Asian Art,649,||||||||China||,China,culture,0.55,true
477323,Medieval Art,499,||Kharga Oasis||||Byzantine Egypt||Coptic||,"Kharga Oasis, Byzantine Egypt",state||country,0.72,true
44431,Asian Art,9,||||||||China||,China,culture,0.55,true
454610,Islamic Art,1449,probably Seville||||||Spain||||,"Seville, Spain",city||country,0.68,true
477749,Medieval Art,499,||Kharga Oasis||||Byzantine Egypt||Coptic||,"Kharga Oasis, Byzantine Egypt",state||country,0.72,true
651290,The Cloisters,1300,||Wiltshire||||England||British||,"Wiltshire, England",state||country,0.72,true
307473,The Michael C. Rockefeller Wing,650,||||North Coast||Peru||Moche||,"North Coast, Peru",region||country,0.70,true
48086,Asian Art,1692,||||||||China||,China,culture,0.55,true
42278,Asian Art,1100,||||||||Korea||,Korea,culture,0.55,true
48329,Asian Art,1849,||||||||China||,China,culture,0.55,true
478669,Medieval Art,499,||Kharga Oasis||||Byzantine Egypt||Coptic||,"Kharga Oasis, Byzantine Egypt",state||country,0.72,true
309401,The Michael C. Rockefeller Wing,1475,||||||Peru||Inca||,Peru,country,0.70,true
197558,European Sculpture and Decorative Arts,1755,||||||||||,,none,0.00,false
62528,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
53616,Asian Art,1874,||||||||Japan||,Japan,culture,0.55,true
47892,Asian Art,1765,||||||||China||,China,culture,0.55,true
190732,European Sculpture and Decorative Arts,1700,||||||||||,,none,0.00,false
63093,Asian Art,1849,||||||||Japan||,Japan,culture,0.55,true
204524,European Sculpture and Decorative Arts,1490,||||||||||,,none,0.00,false
47574,Asian Art,1711,||||||||China||,China,culture,0.55,true
78006,Asian Art,1749,||||||||China||,China,culture,0.55,true
316000,The Michael C. Rockefeller Wing,-750,||||||Ecuador||Chorrera||,Ecuador,country,0.70,true
313309,The Michael C. Rockefeller Wing,1300,||||||Peru||Chimú||,Peru,country,0.70,true
47443,Asian Art,1849,||||||||China||,China,culture,0.55,true
48759,Asian Art,1692,||||||||China||,China,culture,0.55,true
46570,Asian Art,1749,||||||||China||,China,culture,0.55,true
49203,Asian Art,1099,||||||||China||,China,culture,0.55,true
188538,European Sculpture and Decorative Arts,1549,||||||||||,,none,0.00,false
308297,The Michael C. Rockefeller Wing,-300,||||||Peru||Paracas||,Peru,country,0.70,true
62552,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
46773,Asian Art,1572,||||||||China||,China,culture,0.55,true
308411,The Michael C. Rockefeller Wing,150,||||||Peru||Moche||,Peru,country,0.70,true
47077,Asian Art,1849,||||||||Japan||,Japan,culture,0.55,true
47118,Asian Art,1820,||||||||Japan||,Japan,culture,0.55,true
475761,Medieval Art,499,||Kharga Oasis||||Byzantine Egypt||Coptic||,"Kharga Oasis, Byzantine Egypt",state||country,0.72,true
47846,Asian Art,1816,||||||||Japan||,Japan,culture,0.55,true
201610,European Sculpture and Decorative Arts,1600,||||||||||French,France,department||artistNationality,0.53,true
52922,Asian Art,1692,||||||||China||,China,culture,0.55,true
446886,Islamic Art,1625,||||||Iran||||,Iran,country,0.70,true
314688,The Michael C. Rockefeller Wing,-800,||||||Peru||Cupisnique (?)||,Peru,country,0.70,true
452223,Islamic Art,1649,||||||Iran||||,Iran,country,0.70,true
63120,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
770916,European Sculpture and Decorative Arts,1875,||||||||||British,United Kingdom,department||artistNationality,0.53,true
46809,Asian Art,1500,||||||||China||,China,culture,0.55,true
192803,European Sculpture and Decorative Arts,1762,||||||||||British,United Kingdom,department||artistNationality,0.53,true
197018,European Sculpture and Decorative Arts,1785,||||||||||,,none,0.00,false
63125,Asian Art,1500,||||||||Japan||,Japan,culture,0.55,true
465871,Medieval Art,1299,||||||||French||,French,culture,0.55,true
203378,European Sculpture and Decorative Arts,1761,||||||||||British,United Kingdom,department||artistNationality,0.53,true
47292,Asian Art,1849,||||||||China||,China,culture,0.55,true
63133,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
200726,European Sculpture and Decorative Arts,1799,||||||||||,,none,0.00,false
450947,Islamic Art,1149,Raqqa||||||Syria||||,"Raqqa, Syria",city||country,0.88,true
42255,Asian Art,1716,||||||||China||,China,culture,0.55,true
310550,The Michael C. Rockefeller Wing,-50,||||||Peru||Topará||,Peru,country,0.70,true
52546,Asian Art,7,||||||||China||,China,culture,0.55,true
188900,European Sculpture and Decorative Arts,1600,||||||||||,,none,0.00,false
50314,Asian Art,649,||||||||Japan||,Japan,culture,0.55,true
199271,European Sculpture and Decorative Arts,1775,||||||||||German,Germany,department||artistNationality,0.53,true
770977,European Sculpture and Decorative Arts,1868,||||||||||British,United Kingdom,department||artistNationality,0.53,true
62770,Asian Art,1700,||||||||Japan||,Japan,culture,0.55,true
315176,The Michael C. Rockefeller Wing,600,||||||Peru||Moche||,Peru,country,0.70,true
194304,European Sculpture and Decorative Arts,1749,||||||||||,,none,0.00,false
51021,Asian Art,1765,||||||||China||,China,culture,0.55,true
48611,Asian Art,1849,||||||||China||,China,culture,0.55,true
49857,Asian Art,1583,||||||||China||,China,culture,0.55,true
73676,Asian Art,1249,||||||||China||,China,culture,0.55,true
449073,Islamic Art,899,Nishapur||||||Iran||||,"Nishapur, Iran",city||country,0.88,true
308561,The Michael C. Rockefeller Wing,500,||||||Peru||Moche||,Peru,country,0.70,true
191375,European Sculpture and Decorative Arts,1774,||||||||||British,United Kingdom,department||artistNationality,0.53,true
200928,European Sculpture and Decorative Arts,1727,||||||||||German,Germany,department||artistNationality,0.53,true
46563,Asian Art,1695,||||||||China||,China,culture,0.55,true
308466,The Michael C. Rockefeller Wing,-101,||||||Peru||Paracas||,Peru,country,0.70,true
308518,The Michael C. Rockefeller Wing,350,||||||Peru||Moche||,Peru,country,0.70,true
52563,Asian Art,635,||||||||China||,China,culture,0.55,true
39885,Asian Art,1750,||||||||Korea||,Korea,culture,0.55,true
309494,The Michael C. Rockefeller Wing,400,||||||Peru||Moche||,Peru,country,0.70,true
451695,Islamic Art,1099,probably Rayy||||||Iran||||,"Rayy, Iran",city||country,0.68,true
50709,Asian Art,658,||||||||China||,China,culture,0.55,true
46927,Asian Art,1749,||||||||China||,China,culture,0.55,true
47556,Asian Art,1824,||||||||China||,China,culture,0.55,true
78432,Asian Art,666,||||||||China||,China,culture,0.55,true
50229,Asian Art,999,||||||||China||,China,culture,0.55,true
308293,The Michael C. Rockefeller Wing,-300,||||||Peru||Paracas||,Peru,country,0.70,true
48228,Asian Art,1749,||||||||China||,China,culture,0.55,true
232384,European Sculpture and Decorative Arts,1761,||||||||||French,France,department||artistNationality,0.53,true
200981,European Sculpture and Decorative Arts,1767,||||||||||British,United Kingdom,department||artistNationality,0.53,true
460136,Robert Lehman Collection,1485,"||||||||Italian, possibly Tuscany||","Italian, Tuscany",culture,0.35,true
310542,The Michael C. Rockefeller Wing,450,||||Mesoamerica||Guatemala or Mexico||Maya||,"Mesoamerica, Guatemala",region||country,0.50,true
48504,Asian Art,590,||||||||China||,China,culture,0.55,true
450769,Islamic Art,1049,Nishapur||||||Iran||||,"Nishapur, Iran",city||country,0.88,true
46914,Asian Art,1781,||||||||China||,China,culture,0.55,true
309504,The Michael C. Rockefeller Wing,500,||||||Peru||Moche||,Peru,country,0.70,true
239483,European Sculpture and Decorative Arts,1876,||||||||||British,United Kingdom,department||artistNationality,0.53,true
48467,Asian Art,1824,||||||||China||,China,culture,0.55,true
65596,Asian Art,-3000,||||||||Northeast China (Hongshan culture)||,Northeast China (Hongshan culture),culture,0.55,true
448424,Islamic Art,1299,||||||Iran||||,Iran,country,0.70,true
209997,European Sculpture and Decorative Arts,1882,||||||||||French,France,department||artistNationality,0.53,true
46619,Asian Art,1700,||||||||Japan||,Japan,culture,0.55,true
451362,Islamic Art,1200,Raqqa||||||Syria||||,"Raqqa, Syria",city||country,0.88,true
309300,The Michael C. Rockefeller Wing,600,||||||Peru||Moche||,Peru,country,0.70,true
308428,The Michael C. Rockefeller Wing,-500,||||||Peru||Paracas||,Peru,country,0.70,true
308465,The Michael C. Rockefeller Wing,-50,||||Ica Valley||Peru||Topará||,"Ica Valley, Peru",region||country,0.70,true
460142,Robert Lehman Collection,1475,"||||||||Italian, Faenza or Pesaro||","Italian, Faenza",culture,0.35,true
205254,European Sculpture and Decorative Arts,1747,||||||||||German,Germany,department||artistNationality,0.53,true
57358,Asian Art,1916,||||||||Korea||,Korea,culture,0.55,true
477280,Medieval Art,2,||Kharga Oasis||||Byzantine Egypt||Coptic||,"Kharga Oasis, Byzantine Egypt",state||country,0.72,true
52907,Asian Art,1765,||||||||China||,China,culture,0.55,true
448726,Islamic Art,749,Ctesiphon||||||Iraq||||,"Ctesiphon, Iraq",city||country,0.88,true
62942,Asian Art,1780,||||||||Japan||,Japan,culture,0.55,true
57362,Asian Art,1916,||||||||Korea||,Korea,culture,0.55,true
308515,The Michael C. Rockefeller Wing,50,||||||Peru||Moche||,Peru,country,0.70,true
46941,Asian Art,1695,||||||||China||,China,culture,0.55,true
188539,European Sculpture and Decorative Arts,1574,||||||||||,,none,0.00,false
314629,The Michael C. Rockefeller Wing,50,||Colima||Mesoamerica||Mexico||Colima||,"Colima, Mexico",state||country,0.72,true
197485,European Sculpture and Decorative Arts,1745,||||||||||,,none,0.00,false
44737,Asian Art,1266,||||||||China||,China,culture,0.55,true
48174,Asian Art,1765,||||||||China||,China,culture,0.55,true
47657,Asian Art,1849,||||||||China||,China,culture,0.55,true
45871,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
48741,Asian Art,1692,||||||||China||,China,culture,0.55,true
199721,European Sculpture and Decorative Arts,1487,||||||||||,,none,0.00,false
48676,Asian Art,1683,||||||||China||,China,culture,0.55,true
466701,Medieval Art,1350,||Tuscany||||Italy||Italian||,"Tuscany, Italy",state||country,0.72,true
49298,Asian Art,1660,||||||||Japan||,Japan,culture,0.55,true
63048,Asian Art,1820,||||||||Japan||,Japan,culture,0.55,true
623442,European Sculpture and Decorative Arts,1705,||||||||||,,none,0.00,false
48764,Asian Art,1750,||||||||China||,China,culture,0.55,true
47482,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
48748,Asian Art,1700,||||||||Japan||,Japan,culture,0.55,true
315999,The Michael C. Rockefeller Wing,-500,||||||Ecuador||Chorrera||,Ecuador,country,0.70,true
308558,The Michael C. Rockefeller Wing,700,||||North Coast||Peru||Moche||,"North Coast, Peru",region||country,0.70,true
48846,Asian Art,1630,||||||||Japan||,Japan,culture,0.55,true
51018,Asian Art,1729,||||||||China||,China,culture,0.55,true
49861,Asian Art,1670,||||||||Japan||,Japan,culture,0.55,true
188753,European Sculpture and Decorative Arts,1755,||||||||||British,United Kingdom,department||artistNationality,0.53,true
310198,The Michael C. Rockefeller Wing,400,||||||Peru||Moche||,Peru,country,0.70,true
310355,The Michael C. Rockefeller Wing,-1000,||||Mesoamerica||Mexico||Tlatilco||,"Mesoamerica, Mexico",region||country,0.70,true
318662,The Michael C. Rockefeller Wing,750,Alta Verapaz||||Mesoamerica||Guatemala||Maya||,"Alta Verapaz, Guatemala",city||country,0.88,true
51134,Asian Art,1824,||||||||China||,China,culture,0.55,true
202184,European Sculpture and Decorative Arts,1779,||||||||||French,France,department||artistNationality,0.53,true
48085,Asian Art,1600,||||||||China||,China,culture,0.55,true
47850,Asian Art,1849,||||||||Japan||,Japan,culture,0.55,true
204350,European Sculpture and Decorative Arts,1849,||||||||||,,none,0.00,false
48335,Asian Art,1849,||||||||China||,China,culture,0.55,true
42217,Asian Art,1692,||||||||China||,China,culture,0.55,true
487350,Modern and Contemporary Art,1884,||||||||French (Paris)||French,French (Paris),culture,0.55,true
47505,Asian Art,1725,||||||||Japan||,Japan,culture,0.55,true
48609,Asian Art,1849,||||||||China||,China,culture,0.55,true
308483,The Michael C. Rockefeller Wing,-250,||||Ica Valley||Peru||Paracas||,"Ica Valley, Peru",region||country,0.70,true
47315,Asian Art,1808,||||||||China||,China,culture,0.55,true
42350,Asian Art,399,||||||||China||,China,culture,0.55,true
308623,The Michael C. Rockefeller Wing,-550,||||Ica Valley||Peru||Paracas||,"Ica Valley, Peru",region||country,0.70,true
42367,Asian Art,-49,||||||||China||,China,culture,0.55,true
42364,Asian Art,1729,||||||||China||,China,culture,0.55,true
316813,The Michael C. Rockefeller Wing,800,||||Mesoamerica||Guatemala||Maya||,"Mesoamerica, Guatemala",region||country,0.70,true
309371,The Michael C. Rockefeller Wing,500,||||||Peru||Moche||,Peru,country,0.70,true
194236,European Sculpture and Decorative Arts,1740,||||||||||German,Germany,department||artistNationality,0.53,true
310544,The Michael C. Rockefeller Wing,350,||||||Peru||Nasca||,Peru,country,0.70,true
207145,European Sculpture and Decorative Arts,1755,||||||||||,,none,0.00,false
46988,Asian Art,1660,||||||||Japan||,Japan,culture,0.55,true
47625,Asian Art,1849,||||||||Japan||,Japan,culture,0.55,true
308423,The Michael C. Rockefeller Wing,-700,||||Ica Valley||Peru||Paracas||,"Ica Valley, Peru",region||country,0.70,true
460715,Robert Lehman Collection,1692,||||||||Chinese||,Chinese,culture,0.55,true
447748,Islamic Art,1649,||||||Iran||||,Iran,country,0.70,true
52023,Asian Art,1695,||||||||China||,China,culture,0.55,true
201030,European Sculpture and Decorative Arts,1755,||||||||||,,none,0.00,false
47758,Asian Art,1849,||||||||Japan||,Japan,culture,0.55,true
50328,Asian Art,1716,||||||||Japan||,Japan,culture,0.55,true
49142,Asian Art,-348,||||||||China||,China,culture,0.55,true
49274,Asian Art,1500,||||||||Japan||,Japan,culture,0.55,true
309728,The Michael C. Rockefeller Wing,350,||||||Peru||Nasca||,Peru,country,0.70,true
48666,Asian Art,1692,||||||||China||,China,culture,0.55,true
42443,Asian Art,1350,||||||||China||,China,culture,0.55,true
62715,Asian Art,1749,||||||||Japan||,Japan,culture,0.55,true
310522,The Michael C. Rockefeller Wing,650,||||North Coast||Peru||Moche||,"North Coast, Peru",region||country,0.70,true
47941,Asian Art,1849,||||||||Japan||,Japan,culture,0.55,true
52218,Asian Art,1634,||||||||Japan||,Japan,culture,0.55,true
446961,Islamic Art,1199,||||||Iran||||,Iran,country,0.70,true
50536,Asian Art,7,||||||||China||,China,culture,0.55,true
48635,Asian Art,1695,||||||||China||,China,culture,0.55,true
623473,European Sculpture and Decorative Arts,1705,||||||||||,,none,0.00,false
